Student ID , Full Name,SEX , Programme ,Faculty/School,Age ,Region ,Year Level,Fees Paid GHS,Admission Status ,Phone Number,Email 
UCC03330,Student_1311,Male ,Nursing,School of Agriculture,25.0,Central,100,3667.02,Graduated,0249251819,student1311@ucc.edu.gh
UCC03331,Student_1312,Male ,,School of Medical Sciences,24.0,Bono East,100,7289.07,active,0247933403,student1312@ucc.edu.gh
UCC03332,Student_1313,Female,BSc Nursing,School of Business,23.0,Greater Accra,200,6958.01,Active,0245912328,student1313@ucc.edu.gh
UCC03333,Student_1314,,BSc Information Technology,Faculty of Science and Technology,21.0,Volta,300,4881.6,,0245441814,student1314@ucc.edu.gh
UCC03334,Student_1315,female,,School of Agriculture,22.0,Western North,100,5032.09,active,0246274922,student1315@ucc.edu.gh
UCC03335,Student_1316,,BSc Information Technology,School of Agriculture,20.0,Bono,100,3951.49,Graduated,0242239029,student1316@ucc.edu.gh
UCC03336,Student_1317,female,BA Econ,School of Business,23.0,Upper West,100,5028.23,Graduated,0249477885,student1317@ucc.edu.gh
UCC03337,Student_1318,Male ,info tech,Faculty of Science and Technology,19.0,Oti,300,4912.14,Deferred,0249632217,student1318@ucc.edu.gh
UCC03338,Student_1319,female,BSc Data Science,School of Business,27.0,Greater Accra,300,3973.62,Graduated,0246759940,student1319@ucc.edu.gh
UCC03339,Student_1320,,BSc Nursing,School of Economics,23.0,Upper East,200,3942.21,withdrawn,0247108784,student1320@ucc.edu.gh
UCC03340,Student_1321,male,BCom Accounting,School of Economics,27.0,Northern,200,4513.25,Graduated,0242730831,student1321@ucc.edu.gh
UCC03341,Student_1322,,info tech,Faculty of Science and Technology,25.0,Ashanti,200,4788.95,active,0249258530,student1322@ucc.edu.gh
UCC03342,Student_1323,female,BSc Agriculture,School of Economics,22.0,Western,200,2744.91,active,0241621530,student1323@ucc.edu.gh
UCC03343,Student_1324,Female,BA Geography,School of Business,24.0,Central,100,6152.63,active,0248847565,student1324@ucc.edu.gh
UCC03344,Student_1325,Male ,info tech,School of Medical Sciences,,Ahafo,400,4202.96,Graduated,0246229295,student1325@ucc.edu.gh
UCC03345,Student_1326,,BSc Information Technology,Faculty of Education,22.0,Greater Accra,200,4439.36,withdrawn,0240883166,student1326@ucc.edu.gh
UCC03346,Student_1327,F,BCom Accounting,School of Agriculture,20.0,Ashanti,400,5013.08,,0245721902,student1327@ucc.edu.gh
UCC03347,Student_1328,Male ,BA Economics,School of Agriculture,28.0,Savannah,100,4479.31,withdrawn,0247761267,student1328@ucc.edu.gh
UCC03348,Student_1329,F,BSc. Data Science,School of Business,23.0,Central,100,6167.24,Deferred,0248592843,student1329@ucc.edu.gh
UCC03349,Student_1330,female,BSc. Data Science,Faculty of Science and Technology,25.0,Ahafo,300,4458.86,Active,0248919355,student1330@ucc.edu.gh
UCC03350,Student_1331,female,BA Geography,School of Economics,21.0,Western North,400,4100.06,withdrawn,0249496450,student1331@ucc.edu.gh
UCC03351,Student_1332,Female,BCom Accounting,Faculty of Education,28.0,Volta,400,5543.96,,0247449557,student1332@ucc.edu.gh
UCC03352,Student_1333,F,Nursing,Faculty of Education,20.0,Savannah,100,5712.12,,0243328747,student1333@ucc.edu.gh
UCC03353,Student_1334,,Nursing,School of Economics,22.0,Volta,300,,active,0245488792,student1334@ucc.edu.gh
UCC03354,Student_1335,Male ,Nursing,School of Business,21.0,Volta,200,2525.46,Deferred,0248580053,student1335@ucc.edu.gh
UCC03355,Student_1336,M,BA Geography,School of Economics,23.0,Ahafo,200,4891.67,,0244428051,student1336@ucc.edu.gh
UCC03356,Student_1337,,BSc Data Science,School of Medical Sciences,20.0,Bono East,300,5617.06,withdrawn,0241891876,student1337@ucc.edu.gh
UCC03357,Student_1338,M,BSc. Data Science,Faculty of Science and Technology,24.0,Greater Accra,300,3708.08,withdrawn,0247898290,student1338@ucc.edu.gh
UCC03358,Student_1339,Male ,BSc. Data Science,School of Agriculture,23.0,Greater Accra,200,6487.25,Active,0247934556,student1339@ucc.edu.gh
UCC03359,Student_1340,female,BSc Information Technology,School of Economics,22.0,North East,100,,Active,0249218189,student1340@ucc.edu.gh
UCC03360,Student_1341,F,BA Econ,School of Business,19.0,Upper East,100,4942.1,Active,0243029131,student1341@ucc.edu.gh
UCC03361,Student_1342,,BSc Data Science,School of Medical Sciences,22.0,Upper West,300,6105.03,withdrawn,0249590480,student1342@ucc.edu.gh
UCC03362,Student_1343,F,BSc Agriculture,School of Agriculture,22.0,Northern,100,3488.7,,0243114140,student1343@ucc.edu.gh
UCC03363,Student_1344,Male ,BSc Information Technology,School of Medical Sciences,25.0,Western,100,4640.37,withdrawn,0244213020,student1344@ucc.edu.gh
UCC03364,Student_1345,Male ,BSc. Data Science,School of Business,22.0,Bono East,400,5721.34,active,0247401862,student1345@ucc.edu.gh
UCC03365,Student_1346,male,BSc. Data Science,Faculty of Science and Technology,19.0,Ashanti,200,4981.03,Graduated,0240167439,student1346@ucc.edu.gh
UCC03366,Student_1347,Female,BA Geography,Faculty of Education,17.0,Oti,300,5602.29,Active,0243466304,student1347@ucc.edu.gh
UCC03367,Student_1348,F,BEd Mathematics,School of Medical Sciences,26.0,Upper East,200,5759.37,active,0246367114,student1348@ucc.edu.gh
UCC03368,Student_1349,Female,info tech,School of Agriculture,,Western,400,4165.31,active,0242303332,student1349@ucc.edu.gh
UCC03369,Student_1350,male,BSc Data Science,School of Business,24.0,Volta,100,6742.48,,0241372510,student1350@ucc.edu.gh
UCC03370,Student_1351,female,BA Economics,School of Agriculture,,Volta,100,3791.43,Deferred,0246593651,student1351@ucc.edu.gh
UCC03371,Student_1352,F,BSc Information Technology,School of Agriculture,21.0,Upper East,400,,active,0243875060,student1352@ucc.edu.gh
UCC03372,Student_1353,Female,BSc Data Science,School of Medical Sciences,22.0,Upper West,200,5221.85,Active,0247284535,student1353@ucc.edu.gh
UCC03373,Student_1354,Male ,BEd Mathematics,School of Agriculture,20.0,Volta,400,4060.48,Graduated,0248615870,student1354@ucc.edu.gh
UCC03374,Student_1355,Male ,BSc Agriculture,Faculty of Education,21.0,Upper West,100,3765.0,active,0244583058,student1355@ucc.edu.gh
UCC03375,Student_1356,female,,School of Agriculture,25.0,Oti,100,5137.11,withdrawn,0245693120,student1356@ucc.edu.gh
UCC03376,Student_1357,Female,BSc Agriculture,School of Business,25.0,Bono,200,,withdrawn,0241688806,student1357@ucc.edu.gh
UCC03377,Student_1358,Female,BSc Information Technology,School of Medical Sciences,21.0,Northern,100,5386.03,active,0246880941,student1358@ucc.edu.gh
UCC03378,Student_1359,M,BSc Information Technology,School of Business,22.0,Savannah,200,4528.14,Active,0245156503,student1359@ucc.edu.gh
UCC03379,Student_1360,male,BA Economics,School of Agriculture,16.0,Upper West,300,4889.88,,0242462085,student1360@ucc.edu.gh
UCC03380,Student_1361,Male ,BA Geography,School of Business,17.0,North East,100,5414.17,,0245308969,student1361@ucc.edu.gh
UCC03381,Student_1362,Female,Nursing,Faculty of Education,,Western North,100,4724.67,Graduated,0246667727,student1362@ucc.edu.gh
UCC03382,Student_1363,,BSc Agriculture,School of Business,23.0,Eastern,200,4491.94,Graduated,0243643351,student1363@ucc.edu.gh
UCC03383,Student_1364,F,BCom Accounting,School of Agriculture,18.0,Savannah,300,5227.3,Active,0244714649,student1364@ucc.edu.gh
UCC03384,Student_1365,Female,BSc Nursing,Faculty of Science and Technology,,Upper West,100,4360.13,withdrawn,0248878123,student1365@ucc.edu.gh
UCC03385,Student_1366,F,BSc Information Technology,School of Medical Sciences,25.0,Western,100,5605.92,withdrawn,0244919334,student1366@ucc.edu.gh
UCC03386,Student_1367,,BSc Data Science,School of Economics,20.0,Bono,300,5345.66,,0245058217,student1367@ucc.edu.gh
UCC03387,Student_1368,F,Nursing,Faculty of Science and Technology,20.0,Oti,100,5638.47,,0241793830,
UCC03388,Student_1369,female,BSc Nursing,Faculty of Science and Technology,,North East,200,5631.32,Deferred,0247046250,
UCC03389,Student_1370,,BA Economics,School of Business,28.0,Upper West,300,4500.6,active,0245413659,student1370@ucc.edu.gh
UCC03390,Student_1371,M,BA Economics,Faculty of Science and Technology,21.0,Ashanti,300,2401.01,,0245810128,student1371@ucc.edu.gh
UCC03391,Student_1372,male,BSc Information Technology,Faculty of Science and Technology,25.0,Savannah,400,4606.29,active,0249846291,student1372@ucc.edu.gh
UCC03392,Student_1373,F,info tech,Faculty of Science and Technology,22.0,Bono East,100,5085.16,,0245540916,student1373@ucc.edu.gh
UCC03393,Student_1374,F,BSc Data Science,School of Business,23.0,Bono East,300,4656.91,withdrawn,0249149390,student1374@ucc.edu.gh
UCC03394,Student_1375,Male ,BSc Nursing,School of Agriculture,22.0,Northern,300,3936.02,active,0244028614,student1375@ucc.edu.gh
UCC03395,Student_1376,M,BSc Nursing,Faculty of Science and Technology,25.0,North East,300,6288.4,Active,0243638254,student1376@ucc.edu.gh
UCC03396,Student_1377,Male ,BSc Nursing,School of Economics,29.0,Greater Accra,400,3838.34,Graduated,0249709160,student1377@ucc.edu.gh
UCC03397,Student_1378,female,BA Economics,Faculty of Science and Technology,25.0,Bono East,100,3980.24,,0244794484,student1378@ucc.edu.gh
UCC03398,Student_1379,female,BSc Information Technology,School of Business,19.0,Greater Accra,300,4263.02,Deferred,0240247913,student1379@ucc.edu.gh
UCC03399,Student_1380,male,,School of Agriculture,,Ahafo,100,4447.31,Active,0243259121,student1380@ucc.edu.gh
UCC03400,Student_1381,,BSc Data Science,School of Business,16.0,Savannah,300,4100.01,Active,0249714306,student1381@ucc.edu.gh
UCC03401,Student_1382,female,BA Econ,Faculty of Education,29.0,North East,200,4776.72,Active,0245908307,student1382@ucc.edu.gh
UCC03402,Student_1383,,BSc Data Science,Faculty of Education,24.0,North East,300,4925.3,active,0240140050,student1383@ucc.edu.gh
UCC03403,Student_1384,male,info tech,School of Agriculture,20.0,Northern,300,,Graduated,0244941222,student1384@ucc.edu.gh
UCC03404,Student_1385,Male ,BCom Accounting,School of Agriculture,,Northern,400,3467.37,Deferred,0242390337,student1385@ucc.edu.gh
UCC03405,Student_1386,F,BEd Mathematics,School of Economics,29.0,Western North,300,5663.53,withdrawn,0243434227,student1386@ucc.edu.gh
UCC03406,Student_1387,F,BA Econ,School of Agriculture,20.0,Ahafo,200,4742.34,Active,0240219575,student1387@ucc.edu.gh
UCC03407,Student_1388,,BSc. Data Science,School of Medical Sciences,21.0,Western,300,6002.87,Active,0243237878,student1388@ucc.edu.gh
UCC03408,Student_1389,M,BA Econ,Faculty of Education,19.0,Oti,200,5568.3,Active,0247440715,student1389@ucc.edu.gh
UCC03409,Student_1390,female,BSc Agriculture,Faculty of Science and Technology,24.0,Greater Accra,200,4446.27,withdrawn,0245938271,student1390@ucc.edu.gh
UCC03410,Student_1391,M,info tech,School of Business,22.0,Western,200,5322.59,,0244516493,student1391@ucc.edu.gh
UCC03411,Student_1392,M,BA Econ,Faculty of Education,16.0,Ahafo,400,5693.33,active,0243180032,student1392@ucc.edu.gh
UCC03412,Student_1393,F,info tech,School of Agriculture,24.0,Eastern,100,3836.24,active,0248613493,student1393@ucc.edu.gh
UCC03413,Student_1394,female,BCom Accounting,School of Business,26.0,Western North,100,2960.87,Graduated,0243376305,student1394@ucc.edu.gh
UCC03414,Student_1395,F,BSc Data Science,Faculty of Science and Technology,,Central,200,,active,0244457556,student1395@ucc.edu.gh
UCC03415,Student_1396,,BEd Mathematics,School of Business,22.0,Savannah,400,5487.61,active,0247367585,student1396@ucc.edu.gh
UCC03416,Student_1397,Female,,School of Business,22.0,Ashanti,400,6868.71,Deferred,0243517536,student1397@ucc.edu.gh
UCC03417,Student_1398,M,BCom Accounting,Faculty of Education,25.0,Upper West,100,4757.47,Deferred,0247292922,student1398@ucc.edu.gh
UCC03418,Student_1399,female,Nursing,School of Business,17.0,Bono,200,6328.06,active,0241450561,student1399@ucc.edu.gh
UCC03419,Student_1400,Female,BA Econ,Faculty of Science and Technology,20.0,Western,100,5895.77,Deferred,0240652111,student1400@ucc.edu.gh
UCC03420,Student_1401,Female,BSc Information Technology,School of Economics,22.0,Western North,100,3960.87,,0247027561,student1401@ucc.edu.gh
UCC03421,Student_1402,Female,BSc Agriculture,School of Business,25.0,North East,400,4720.64,Graduated,0248628297,student1402@ucc.edu.gh
UCC03422,Student_1403,,Nursing,School of Agriculture,23.0,Ashanti,400,5569.24,active,0246246218,student1403@ucc.edu.gh
UCC03423,Student_1404,F,info tech,School of Business,18.0,Western,300,3390.99,Deferred,0241200092,student1404@ucc.edu.gh
UCC03424,Student_1405,male,Nursing,Faculty of Science and Technology,21.0,Savannah,400,5818.2,withdrawn,0245923163,student1405@ucc.edu.gh
UCC03425,Student_1406,Female,BSc Nursing,School of Medical Sciences,27.0,Bono East,400,6085.44,Deferred,0240332769,student1406@ucc.edu.gh
UCC03426,Student_1407,male,BEd Mathematics,Faculty of Science and Technology,18.0,Bono,100,5773.98,Deferred,0249237924,student1407@ucc.edu.gh
UCC03427,Student_1408,Male ,BA Geography,Faculty of Education,,Upper East,400,4656.7,withdrawn,0244448948,student1408@ucc.edu.gh
UCC03428,Student_1409,Male ,BSc Nursing,Faculty of Education,25.0,Greater Accra,400,5381.21,Graduated,0248938120,student1409@ucc.edu.gh
UCC03429,Student_1410,female,Nursing,School of Economics,,North East,100,5979.57,withdrawn,0246982705,student1410@ucc.edu.gh
UCC03430,Student_1411,Male ,BSc Agriculture,School of Business,26.0,Bono East,400,3033.85,Graduated,0245432366,student1411@ucc.edu.gh
UCC03431,Student_1412,,BA Geography,School of Economics,27.0,Eastern,400,1923.1,,0242922409,student1412@ucc.edu.gh
UCC03432,Student_1413,female,BSc Nursing,School of Agriculture,17.0,Bono,300,5418.12,withdrawn,0246767832,student1413@ucc.edu.gh
UCC03433,Student_1414,M,info tech,School of Agriculture,27.0,Greater Accra,200,4083.92,Graduated,0246887251,student1414@ucc.edu.gh
UCC03434,Student_1415,male,BSc Agriculture,School of Economics,24.0,North East,300,5016.09,Graduated,0245432795,student1415@ucc.edu.gh
UCC03435,Student_1416,female,BSc Data Science,School of Business,21.0,Greater Accra,400,5041.64,Active,0248243515,student1416@ucc.edu.gh
UCC03436,Student_1417,,,School of Business,19.0,Bono East,100,6269.37,Active,0242799576,student1417@ucc.edu.gh
UCC03437,Student_1418,,BA Economics,Faculty of Science and Technology,23.0,Volta,100,5004.78,Deferred,0245889937,student1418@ucc.edu.gh
UCC03438,Student_1419,M,BSc Data Science,School of Economics,30.0,Oti,200,5438.31,withdrawn,0242429347,student1419@ucc.edu.gh
UCC03439,Student_1420,male,BSc. Data Science,School of Economics,24.0,Upper East,100,5357.75,Graduated,0249727931,student1420@ucc.edu.gh
UCC03440,Student_1421,F,info tech,Faculty of Education,21.0,Northern,400,5751.17,Active,0242741645,student1421@ucc.edu.gh
UCC03441,Student_1422,M,BSc Information Technology,School of Agriculture,30.0,Oti,300,4120.23,Deferred,0241609948,student1422@ucc.edu.gh
UCC03442,Student_1423,F,info tech,School of Economics,25.0,Western,200,5164.4,Deferred,0246880761,student1423@ucc.edu.gh
UCC03443,Student_1424,Male ,info tech,School of Agriculture,25.0,Western North,300,2001.22,Deferred,0242527363,student1424@ucc.edu.gh
UCC03444,Student_1425,,BSc Agriculture,Faculty of Science and Technology,23.0,North East,100,4041.61,Active,0241670497,student1425@ucc.edu.gh
UCC03445,Student_1426,female,,School of Agriculture,,Eastern,400,6026.46,,0240212220,student1426@ucc.edu.gh
UCC03446,Student_1427,male,,School of Medical Sciences,16.0,Western North,200,3208.17,active,0242189756,student1427@ucc.edu.gh
UCC03447,Student_1428,,Nursing,School of Economics,23.0,Ashanti,100,3339.77,,0240677561,student1428@ucc.edu.gh
UCC03448,Student_1429,Male ,info tech,Faculty of Science and Technology,25.0,Western North,100,5580.71,,0243737938,
UCC03449,Student_1430,M,BEd Mathematics,Faculty of Science and Technology,28.0,Oti,300,4064.1,Deferred,0240505377,student1430@ucc.edu.gh
UCC03450,Student_1431,,BCom Accounting,School of Medical Sciences,30.0,Greater Accra,100,6305.42,active,0248672933,student1431@ucc.edu.gh
UCC03451,Student_1432,Male ,BSc Information Technology,Faculty of Science and Technology,26.0,Northern,300,4889.93,active,0245689519,
UCC03452,Student_1433,F,BCom Accounting,Faculty of Education,23.0,Northern,100,6625.47,active,0249698731,student1433@ucc.edu.gh
UCC03453,Student_1434,,BSc Data Science,School of Medical Sciences,,Northern,300,6841.84,Deferred,0247578279,student1434@ucc.edu.gh
UCC03454,Student_1435,F,BA Geography,School of Agriculture,20.0,Northern,300,6330.7,Graduated,0247454509,student1435@ucc.edu.gh
UCC03455,Student_1436,Female,BA Geography,School of Agriculture,24.0,Eastern,400,4187.66,active,0249917086,student1436@ucc.edu.gh
UCC03456,Student_1437,female,BSc Information Technology,School of Agriculture,29.0,Western North,200,3456.35,Active,0240410043,student1437@ucc.edu.gh
UCC03457,Student_1438,Male ,Nursing,School of Agriculture,21.0,Ahafo,200,6325.67,Active,0244501149,
UCC03458,Student_1439,Female,BCom Accounting,School of Agriculture,23.0,Western North,400,4781.86,active,0248693469,student1439@ucc.edu.gh
UCC03459,Student_1440,male,BSc Nursing,School of Agriculture,20.0,Volta,100,5040.55,active,0248961393,student1440@ucc.edu.gh
UCC03460,Student_1441,F,,Faculty of Education,26.0,Eastern,100,6178.25,active,0248757676,student1441@ucc.edu.gh
UCC03461,Student_1442,M,BCom Accounting,School of Economics,26.0,Central,200,3453.91,Active,0241533957,student1442@ucc.edu.gh
UCC03462,Student_1443,Male ,Nursing,School of Economics,20.0,Greater Accra,300,5506.17,withdrawn,0244204223,student1443@ucc.edu.gh
UCC03463,Student_1444,male,BSc Nursing,Faculty of Science and Technology,24.0,Upper West,300,4207.99,Graduated,0248349406,student1444@ucc.edu.gh
UCC03464,Student_1445,male,BSc Nursing,Faculty of Science and Technology,16.0,North East,200,5751.13,withdrawn,0241534431,student1445@ucc.edu.gh
UCC03465,Student_1446,,BA Geography,School of Agriculture,22.0,Ahafo,200,5263.56,Active,0247085358,student1446@ucc.edu.gh
UCC03466,Student_1447,male,BSc Nursing,School of Medical Sciences,,Volta,400,5857.97,Active,0248270869,student1447@ucc.edu.gh
UCC03467,Student_1448,male,info tech,School of Agriculture,21.0,Oti,100,4289.71,Deferred,0246501204,student1448@ucc.edu.gh
UCC03468,Student_1449,Female,BSc Information Technology,School of Economics,18.0,Bono East,300,3948.37,withdrawn,0244569865,student1449@ucc.edu.gh
